material_type,product_type,industry,strength,weight_capacity,biodegradability_score,recyclability,cost,co2_emission
Recycled PET,Spare Parts Box,Automotive,9,19.26,4,92.57,3.56,2.049
Glass,Protective Cushioning Pack,Furniture,10,20.82,1,99.61,2.59,1.749
Kraft Paper,Toy Box,Toys,6,12.0,10,92.23,1.3,0.561
Corrugated Cardboard,Clothing Box,Textiles,8,13.96,7,86.53,1.31,0.772
Recycled PET,Furniture Carton,Furniture,10,25.71,2,94.65,3.61,2.054
Recycled PET,Battery Packaging,Automotive,8,29.71,3,86.51,2.58,2.1
Mushroom Packaging,Assembly Kit Box,Furniture,6,10.05,10,73.54,2.07,0.388
Corrugated Cardboard,Oil Container,Automotive,8,26.65,8,85.59,1.87,0.85
Mushroom Packaging,Cement Liner Bag,Construction,7,10.15,10,69.06,1.78,0.374
Mushroom Packaging,Oil Container,Automotive,5,17.0,9,78.69,3.14,0.401
Glass,Clothing Box,Textiles,9,32.46,1,96.61,3.94,1.856
Corrugated Cardboard,Medical Container,Healthcare,6,32.35,9,84.64,1.27,0.713
Corrugated Cardboard,Pizza Box,Food Packaging,9,24.97,7,87.52,0.96,0.863
Corrugated Cardboard,Cement Liner Bag,Construction,8,23.58,8,85.17,1.36,0.736
Recycled PET,Pizza Box,Food Packaging,8,20.29,4,90.41,2.31,2.157
Recycled PET,Medical Container,Healthcare,9,25.26,3,93.93,1.6,2.12
Corrugated Cardboard,Syringe Pack,Healthcare,6,22.59,7,80.02,0.91,0.874
Recycled PET,Takeaway Container,Food Packaging,9,15.41,3,88.32,1.52,2.239
PLA Bioplastic,Pizza Box,Food Packaging,7,9.28,8,57.8,2.96,1.249
Bagasse Fiber,Appliance Carton,Home Appliances,5,13.26,10,74.4,2.44,0.458
PLA Bioplastic,Board Game Box,Toys,7,10.61,8,64.06,1.79,1.239
Glass,Pizza Box,Food Packaging,10,27.15,1,99.91,4.91,1.792
Aluminum,Syringe Pack,Healthcare,8,20.09,1,96.77,3.54,3.472
Kraft Paper,Syringe Pack,Healthcare,4,5.44,10,85.08,1.11,0.588
Bagasse Fiber,Clothing Box,Textiles,7,11.86,10,71.97,2.17,0.482
PLA Bioplastic,Beverage Bottle,Food Packaging,7,14.71,7,50.4,2.89,1.242
Kraft Paper,Garment Bag,Textiles,7,9.45,8,92.69,0.78,0.678
Corrugated Cardboard,Laptop Box,Electronics,9,22.2,9,91.4,1.67,0.806
Aluminum,Battery Packaging,Automotive,8,32.15,1,99.4,3.3,3.467
Aluminum,Action Figure Pack,Toys,9,24.22,2,97.52,5.47,3.407
Mushroom Packaging,Cement Liner Bag,Construction,5,13.57,9,73.65,1.26,0.424
Aluminum,Mobile Box,Electronics,8,32.44,2,95.85,4.31,3.532
Corrugated Cardboard,Protective Cushioning Pack,Furniture,9,14.03,8,86.62,1.49,0.819
Recycled PET,Fabric Wrap,Textiles,8,18.12,4,89.91,3.22,2.068
Aluminum,Action Figure Pack,Toys,9,31.36,2,98.61,2.86,3.452
Bagasse Fiber,Electronic Blister Pack,Electronics,5,14.36,8,73.42,2.4,0.579
Bagasse Fiber,Assembly Kit Box,Furniture,6,7.55,8,70.75,1.11,0.451
Aluminum,Oil Container,Automotive,9,21.88,1,99.26,4.37,3.491
Aluminum,Spare Parts Box,Automotive,8,29.94,2,97.36,3.17,3.483
Recycled PET,Tablet Blister Pack,Healthcare,8,17.5,2,94.16,2.27,2.026
Bagasse Fiber,Beverage Bottle,Food Packaging,5,6.77,10,84.28,1.73,0.51
Mushroom Packaging,Garment Bag,Textiles,5,14.04,10,71.66,2.16,0.406
Kraft Paper,Tablet Blister Pack,Healthcare,5,5.78,9,90.16,0.49,0.604
Recycled PET,Medical Container,Healthcare,8,17.07,3,93.78,1.93,2.104
Kraft Paper,Food Tray,Food Packaging,7,8.65,10,89.44,0.8,0.65
Glass,Garment Bag,Textiles,9,28.9,1,96.44,5.03,1.855
Kraft Paper,Cosmetic Tube,Cosmetics,7,13.47,10,90.57,1.38,0.567
Aluminum,Appliance Carton,Home Appliances,9,30.4,2,98.41,2.75,3.507
Mushroom Packaging,Board Game Box,Toys,7,9.56,10,70.99,2.1,0.316
Bagasse Fiber,Takeaway Container,Food Packaging,6,12.8,8,84.29,0.97,0.411
Bagasse Fiber,Cream Jar,Cosmetics,6,10.61,10,74.2,0.83,0.489
Bagasse Fiber,Medical Container,Healthcare,6,8.42,9,70.99,1.92,0.491
Recycled PET,Garment Bag,Textiles,9,29.31,3,85.12,3.01,2.055
Bagasse Fiber,Cosmetic Tube,Cosmetics,5,8.88,10,84.42,1.08,0.565
Aluminum,Foam Insert Package,Home Appliances,8,33.95,1,98.78,3.2,3.43
Glass,Syringe Pack,Healthcare,9,32.4,1,97.48,2.09,1.809
Aluminum,Pizza Box,Food Packaging,8,24.65,2,95.83,5.0,3.517
Kraft Paper,Takeaway Container,Food Packaging,7,5.32,10,94.36,1.47,0.625
PLA Bioplastic,Furniture Carton,Furniture,9,13.6,6,59.5,1.27,1.215
Recycled PET,Medical Container,Healthcare,8,15.79,4,86.74,2.08,2.088
Recycled PET,Protective Cushioning Pack,Furniture,8,23.51,2,93.74,3.67,2.084
Glass,Cosmetic Tube,Cosmetics,9,21.62,1,97.4,5.71,1.773
Bagasse Fiber,Protective Cushioning Pack,Furniture,6,12.01,10,79.69,1.51,0.486
Bagasse Fiber,Mobile Box,Electronics,5,14.03,10,79.01,0.89,0.514
PLA Bioplastic,Action Figure Pack,Toys,9,10.28,8,69.1,1.08,1.154
Mushroom Packaging,Makeup Box,Cosmetics,5,14.68,9,78.98,2.52,0.461
Aluminum,Electronic Blister Pack,Electronics,8,21.22,1,98.34,3.68,3.505
Kraft Paper,Furniture Carton,Furniture,4,9.01,8,91.33,0.33,0.614
Kraft Paper,Action Figure Pack,Toys,5,13.83,10,86.32,1.0,0.622
Bagasse Fiber,Makeup Box,Cosmetics,6,13.17,10,77.24,0.82,0.574
Glass,Food Tray,Food Packaging,9,22.46,1,97.86,5.15,1.791
Aluminum,Electronic Blister Pack,Electronics,8,23.41,2,99.97,3.42,3.497
Kraft Paper,TV Carton,Electronics,6,13.42,8,89.73,0.35,0.607
Kraft Paper,Battery Packaging,Automotive,4,10.26,10,94.2,1.01,0.609
Recycled PET,Perfume Bottle,Cosmetics,9,15.11,4,91.33,2.49,2.097
Glass,Cement Liner Bag,Construction,10,32.94,2,96.58,5.9,1.72
Aluminum,Action Figure Pack,Toys,8,31.13,2,97.97,4.13,3.485
Bagasse Fiber,Foam Insert Package,Home Appliances,5,10.48,10,81.58,1.27,0.483
Bagasse Fiber,Perfume Bottle,Cosmetics,7,11.59,10,79.36,2.01,0.415
Glass,Pizza Box,Food Packaging,10,35.6,2,95.48,3.09,1.784
Recycled PET,Tablet Blister Pack,Healthcare,8,20.98,2,87.28,3.76,2.041
Kraft Paper,Appliance Carton,Home Appliances,6,7.83,10,91.73,0.75,0.611
Aluminum,Takeaway Container,Food Packaging,8,25.7,1,96.31,4.15,3.494
PLA Bioplastic,Tile Packaging,Construction,6,8.97,8,62.46,1.1,1.188
Bagasse Fiber,Appliance Carton,Home Appliances,5,11.84,8,83.34,1.52,0.489
Glass,Action Figure Pack,Toys,10,24.48,1,96.65,5.33,1.948
Corrugated Cardboard,Toy Box,Toys,7,10.15,7,88.4,1.71,0.825
Mushroom Packaging,Fabric Wrap,Textiles,6,10.37,9,78.92,1.72,0.381
Mushroom Packaging,Clothing Box,Textiles,6,11.34,10,63.42,1.72,0.458
Aluminum,Syringe Pack,Healthcare,8,21.85,1,99.35,4.95,3.518
Mushroom Packaging,Spare Parts Box,Automotive,5,17.06,10,74.12,3.34,0.346
PLA Bioplastic,Protective Box,Home Appliances,6,10.23,8,52.88,1.19,1.223
Kraft Paper,Furniture Carton,Furniture,7,5.65,8,92.12,0.84,0.619
Glass,Fabric Wrap,Textiles,9,21.67,2,98.9,3.35,1.656
Recycled PET,Cream Jar,Cosmetics,10,18.89,4,93.09,3.68,2.064
Mushroom Packaging,Cosmetic Tube,Cosmetics,5,10.89,10,66.88,1.39,0.364
Aluminum,Tablet Blister Pack,Healthcare,9,21.13,2,99.14,3.13,3.525
PLA Bioplastic,Assembly Kit Box,Furniture,6,9.21,8,64.26,2.5,1.16
Recycled PET,Electronic Blister Pack,Electronics,10,22.85,2,92.39,1.63,2.141
Bagasse Fiber,Assembly Kit Box,Furniture,6,11.8,9,74.94,1.64,0.516
Mushroom Packaging,Tile Packaging,Construction,5,17.86,10,78.76,2.22,0.384
Aluminum,Cement Liner Bag,Construction,8,30.47,2,96.32,3.5,3.486
Glass,Tile Packaging,Construction,9,33.03,2,97.81,3.58,1.851
Bagasse Fiber,Tile Packaging,Construction,6,12.34,9,75.48,1.7,0.526
Bagasse Fiber,Assembly Kit Box,Furniture,6,9.77,9,83.42,1.07,0.496
Glass,Toy Box,Toys,10,35.45,2,99.58,4.29,1.739
Kraft Paper,Protective Cushioning Pack,Furniture,7,8.37,8,88.88,1.27,0.569
Bagasse Fiber,Perfume Bottle,Cosmetics,5,9.75,9,80.22,2.09,0.439
Corrugated Cardboard,Takeaway Container,Food Packaging,6,27.79,7,84.19,0.73,0.848
Glass,Fabric Wrap,Textiles,10,20.51,2,99.27,2.6,1.882
Aluminum,Battery Packaging,Automotive,8,20.01,2,96.68,3.3,3.536
Glass,Tablet Blister Pack,Healthcare,9,39.45,1,97.5,3.44,1.794
PLA Bioplastic,Fabric Wrap,Textiles,8,11.04,8,50.41,1.82,1.342
PLA Bioplastic,Foam Insert Package,Home Appliances,6,17.44,6,59.73,2.36,1.199
Corrugated Cardboard,Spare Parts Box,Automotive,9,25.19,8,86.76,0.59,0.845
Corrugated Cardboard,Syringe Pack,Healthcare,6,13.7,8,88.1,0.55,0.742
Bagasse Fiber,Appliance Carton,Home Appliances,7,11.4,8,72.97,1.47,0.474
Bagasse Fiber,Tile Packaging,Construction,6,11.54,9,76.51,1.99,0.355
Mushroom Packaging,Syringe Pack,Healthcare,5,9.29,10,66.69,1.64,0.46
Corrugated Cardboard,Electronic Blister Pack,Electronics,6,16.89,9,81.96,1.46,0.779
Recycled PET,Hardware Container,Construction,8,15.94,4,85.46,2.15,2.057
Glass,Protective Cushioning Pack,Furniture,9,35.35,2,95.93,5.54,1.753
PLA Bioplastic,Tablet Blister Pack,Healthcare,7,12.68,7,57.66,2.79,1.232
Glass,Battery Packaging,Automotive,9,20.41,1,95.61,3.19,1.815
Glass,Cream Jar,Cosmetics,9,37.22,2,97.91,2.92,1.789
PLA Bioplastic,Clothing Box,Textiles,6,15.64,8,63.81,1.82,1.313
Mushroom Packaging,Foam Insert Package,Home Appliances,7,9.56,10,65.51,1.75,0.416
Aluminum,Clothing Box,Textiles,9,28.29,2,96.65,4.52,3.453
Corrugated Cardboard,Electronic Blister Pack,Electronics,8,21.17,9,88.06,1.74,0.746
Corrugated Cardboard,Cosmetic Tube,Cosmetics,8,30.32,7,83.96,1.51,0.742
Corrugated Cardboard,Protective Cushioning Pack,Furniture,9,21.11,7,91.49,1.74,0.742
PLA Bioplastic,Protective Box,Home Appliances,6,12.31,7,51.31,1.79,1.185
Glass,Tablet Blister Pack,Healthcare,10,22.02,1,96.55,2.63,1.774
Mushroom Packaging,Foam Insert Package,Home Appliances,5,8.17,9,68.15,2.9,0.37
Mushroom Packaging,TV Carton,Electronics,7,14.64,10,68.99,2.03,0.387
Recycled PET,Protective Cushioning Pack,Furniture,8,19.19,2,94.47,3.18,2.087
Corrugated Cardboard,Protective Box,Home Appliances,6,12.15,9,83.09,0.91,0.773
Kraft Paper,Oil Container,Automotive,6,14.65,10,86.26,0.4,0.551
Glass,Garment Bag,Textiles,9,24.61,2,97.37,5.97,1.797
Mushroom Packaging,Appliance Carton,Home Appliances,5,9.47,9,74.81,1.56,0.495
Bagasse Fiber,Action Figure Pack,Toys,5,8.97,9,78.14,2.48,0.528
Aluminum,Cement Liner Bag,Construction,9,25.08,1,98.21,5.43,3.48
Bagasse Fiber,Makeup Box,Cosmetics,7,14.46,10,78.25,2.15,0.418
PLA Bioplastic,Foam Insert Package,Home Appliances,7,19.66,8,57.71,2.32,1.119
Mushroom Packaging,Tablet Blister Pack,Healthcare,7,9.67,10,65.1,2.53,0.412
Kraft Paper,Cream Jar,Cosmetics,6,9.82,8,89.76,1.34,0.556
Bagasse Fiber,Garment Bag,Textiles,5,6.28,9,82.32,1.29,0.527
Bagasse Fiber,Takeaway Container,Food Packaging,7,6.44,8,72.28,1.6,0.508
Aluminum,Protective Box,Home Appliances,10,22.28,1,98.28,4.36,3.499
Aluminum,Garment Bag,Textiles,9,32.83,1,98.37,3.73,3.522
Aluminum,Makeup Box,Cosmetics,10,29.06,1,95.08,3.78,3.501
PLA Bioplastic,Toy Box,Toys,8,14.39,7,69.86,1.66,1.199
Glass,Mobile Box,Electronics,10,38.4,2,95.81,4.26,1.802
Recycled PET,Protective Box,Home Appliances,9,21.24,3,93.59,3.63,2.057
Mushroom Packaging,Cream Jar,Cosmetics,5,13.71,9,70.65,1.66,0.447
PLA Bioplastic,Perfume Bottle,Cosmetics,6,17.57,7,65.37,2.87,1.08
PLA Bioplastic,Cosmetic Tube,Cosmetics,9,19.55,8,53.01,2.38,1.11
Kraft Paper,Protective Cushioning Pack,Furniture,7,6.2,10,91.11,1.29,0.589
Recycled PET,Medicine Box,Healthcare,10,18.74,2,86.81,2.89,2.068
Mushroom Packaging,Garment Bag,Textiles,6,11.35,10,67.41,2.99,0.417
Corrugated Cardboard,Cream Jar,Cosmetics,7,25.08,9,91.01,0.52,0.838
Recycled PET,Toy Box,Toys,9,27.75,4,88.48,3.55,2.089
Recycled PET,Medical Container,Healthcare,9,25.73,4,93.81,1.6,2.138
PLA Bioplastic,Medicine Box,Healthcare,7,12.93,6,64.28,2.78,1.104
Kraft Paper,Syringe Pack,Healthcare,4,13.62,8,93.24,1.49,0.656
Kraft Paper,Action Figure Pack,Toys,6,13.22,10,88.66,0.65,0.6
Mushroom Packaging,Clothing Box,Textiles,7,11.47,9,72.4,1.68,0.456
Bagasse Fiber,Spare Parts Box,Automotive,6,13.25,9,73.37,2.1,0.435
Bagasse Fiber,Pizza Box,Food Packaging,6,8.02,8,78.89,1.23,0.534
PLA Bioplastic,Cement Liner Bag,Construction,6,16.95,7,57.88,2.73,1.235
Kraft Paper,Perfume Bottle,Cosmetics,5,12.56,10,93.64,0.42,0.577
PLA Bioplastic,Tile Packaging,Construction,6,8.05,8,54.41,1.25,1.232
Bagasse Fiber,Board Game Box,Toys,5,8.49,10,80.14,2.46,0.607
Kraft Paper,Medical Container,Healthcare,5,8.96,9,90.6,1.11,0.575
Glass,Oil Container,Automotive,9,30.29,2,98.66,5.39,1.738
Recycled PET,Pizza Box,Food Packaging,8,18.81,4,90.42,2.31,2.095
Corrugated Cardboard,Garment Bag,Textiles,6,21.0,8,90.22,1.51,0.717
Recycled PET,Perfume Bottle,Cosmetics,8,28.51,4,89.23,2.99,2.157
Glass,Battery Packaging,Automotive,10,37.46,2,96.16,4.41,1.782
Glass,TV Carton,Electronics,9,36.53,1,97.44,4.73,1.816
Glass,Hardware Container,Construction,9,25.92,1,96.47,4.3,1.826
Corrugated Cardboard,Fabric Wrap,Textiles,8,30.35,8,80.39,1.14,0.768
Glass,TV Carton,Electronics,10,22.1,2,95.73,3.1,1.71
Glass,Oil Container,Automotive,10,36.96,2,99.19,5.07,1.776
PLA Bioplastic,Takeaway Container,Food Packaging,6,9.88,7,64.15,1.45,1.24
Recycled PET,Takeaway Container,Food Packaging,10,23.9,3,89.69,3.23,2.016
Corrugated Cardboard,Cream Jar,Cosmetics,8,13.12,8,89.11,0.85,0.817
Kraft Paper,TV Carton,Electronics,7,8.25,8,91.08,1.05,0.552
Mushroom Packaging,Spare Parts Box,Automotive,5,14.21,9,73.28,2.92,0.384
Bagasse Fiber,Assembly Kit Box,Furniture,7,14.84,8,81.03,1.17,0.527
PLA Bioplastic,Makeup Box,Cosmetics,8,13.47,8,61.67,1.12,1.216
Recycled PET,Cream Jar,Cosmetics,10,19.77,4,91.31,1.83,2.089
Aluminum,Assembly Kit Box,Furniture,10,33.25,1,98.62,4.32,3.54
Kraft Paper,Tile Packaging,Construction,5,14.18,8,89.2,1.32,0.626
Aluminum,Spare Parts Box,Automotive,8,34.97,1,95.08,2.63,3.493
Glass,Medical Container,Healthcare,9,20.9,1,99.82,4.94,1.739
Mushroom Packaging,Hardware Container,Construction,5,15.34,9,79.77,1.99,0.378
Mushroom Packaging,Oil Container,Automotive,7,11.55,10,79.16,2.3,0.414
Aluminum,Appliance Carton,Home Appliances,9,31.32,1,97.21,5.29,3.479
Kraft Paper,Action Figure Pack,Toys,4,5.81,8,85.15,0.7,0.669
Bagasse Fiber,Action Figure Pack,Toys,6,6.3,9,82.61,1.59,0.478
Bagasse Fiber,Tablet Blister Pack,Healthcare,7,12.11,8,82.38,0.82,0.525
Aluminum,Spare Parts Box,Automotive,10,27.61,1,95.13,2.74,3.479
Mushroom Packaging,Appliance Carton,Home Appliances,5,11.42,9,77.81,1.79,0.293
PLA Bioplastic,Mobile Box,Electronics,6,17.09,8,59.27,1.06,1.162
Bagasse Fiber,Fabric Wrap,Textiles,5,8.3,9,72.03,1.87,0.422
Corrugated Cardboard,Medical Container,Healthcare,7,25.68,8,82.98,1.14,0.755
Bagasse Fiber,TV Carton,Electronics,5,9.89,8,73.29,1.73,0.471
Corrugated Cardboard,Beverage Bottle,Food Packaging,6,34.47,9,81.67,0.76,0.763
Kraft Paper,Furniture Carton,Furniture,7,12.75,10,94.52,0.66,0.618
Mushroom Packaging,Fabric Wrap,Textiles,5,14.24,9,68.05,2.73,0.421
PLA Bioplastic,Medicine Box,Healthcare,6,19.17,7,57.65,2.93,1.22
Recycled PET,Electronic Blister Pack,Electronics,9,28.38,3,88.38,1.63,2.109
Glass,Takeaway Container,Food Packaging,9,36.2,2,95.84,5.56,1.945
Aluminum,Appliance Carton,Home Appliances,8,24.26,2,97.55,4.23,3.529
PLA Bioplastic,Laptop Box,Electronics,9,10.76,7,63.56,2.13,1.128
Mushroom Packaging,Makeup Box,Cosmetics,6,14.13,10,65.61,2.35,0.481
Aluminum,TV Carton,Electronics,9,32.65,1,95.37,2.71,3.577
PLA Bioplastic,Protective Cushioning Pack,Furniture,6,11.44,7,57.17,1.18,1.172
Bagasse Fiber,Toy Box,Toys,5,11.2,8,81.55,1.82,0.539
Corrugated Cardboard,Cement Liner Bag,Construction,9,18.33,7,82.67,1.01,0.808
Aluminum,Laptop Box,Electronics,10,29.69,2,98.66,5.25,3.425
Kraft Paper,Syringe Pack,Healthcare,6,7.81,8,87.37,0.79,0.604
Recycled PET,Furniture Carton,Furniture,10,23.89,2,91.49,1.86,2.036
Corrugated Cardboard,Cement Liner Bag,Construction,7,11.53,7,82.72,1.57,0.799
PLA Bioplastic,Cement Liner Bag,Construction,7,12.97,8,55.3,1.59,1.098
Aluminum,Spare Parts Box,Automotive,8,26.55,1,95.08,4.08,3.483
Kraft Paper,Tile Packaging,Construction,7,10.8,9,92.09,1.14,0.669
Glass,Cement Liner Bag,Construction,9,28.56,2,98.0,5.6,1.777
Aluminum,Furniture Carton,Furniture,10,24.09,1,98.74,4.88,3.535
Corrugated Cardboard,Mobile Box,Electronics,8,28.3,8,83.53,1.51,0.82
Recycled PET,Tile Packaging,Construction,8,28.5,3,90.13,3.2,2.059
Recycled PET,Garment Bag,Textiles,9,20.23,2,93.22,3.86,2.061
Recycled PET,Cement Liner Bag,Construction,10,21.71,2,85.75,2.24,2.048
Mushroom Packaging,Protective Box,Home Appliances,6,12.99,10,72.77,1.2,0.322
Glass,Fabric Wrap,Textiles,10,31.52,2,99.47,3.09,1.772
Corrugated Cardboard,Makeup Box,Cosmetics,7,11.47,8,86.85,0.83,0.786
PLA Bioplastic,Cream Jar,Cosmetics,7,18.54,7,60.35,2.32,1.205
Glass,Electronic Blister Pack,Electronics,10,38.67,2,95.19,4.53,1.783
Aluminum,Cream Jar,Cosmetics,10,26.16,1,95.22,4.28,3.495
Corrugated Cardboard,Appliance Carton,Home Appliances,9,13.18,8,87.86,0.52,0.73
Aluminum,Furniture Carton,Furniture,9,25.87,2,96.7,4.69,3.525
Corrugated Cardboard,Garment Bag,Textiles,8,27.6,7,81.85,0.99,0.818
Aluminum,Cement Liner Bag,Construction,10,21.42,2,95.31,4.5,3.486
PLA Bioplastic,Perfume Bottle,Cosmetics,9,13.84,7,53.59,2.11,1.31
Mushroom Packaging,Tile Packaging,Construction,5,14.65,10,66.64,1.99,0.428
Kraft Paper,TV Carton,Electronics,4,6.65,8,87.96,0.46,0.585
Mushroom Packaging,Laptop Box,Electronics,5,13.63,10,66.17,1.42,0.355
PLA Bioplastic,Pizza Box,Food Packaging,7,10.72,7,55.03,2.66,1.121
Kraft Paper,Cement Liner Bag,Construction,5,14.88,9,91.02,1.4,0.56
Recycled PET,Electronic Blister Pack,Electronics,8,29.96,2,90.93,3.12,2.117
Bagasse Fiber,Protective Cushioning Pack,Furniture,7,8.72,9,82.91,0.98,0.442
Recycled PET,Furniture Carton,Furniture,8,25.41,3,87.3,2.51,2.052
Recycled PET,Laptop Box,Electronics,8,20.55,2,86.64,3.32,2.086
Corrugated Cardboard,Takeaway Container,Food Packaging,7,20.22,9,82.5,1.67,0.779
Glass,Spare Parts Box,Automotive,9,23.92,2,99.01,2.47,1.853
Bagasse Fiber,TV Carton,Electronics,7,13.37,10,71.81,0.8,0.574
Recycled PET,Tablet Blister Pack,Healthcare,8,23.3,3,90.03,3.28,2.06
Recycled PET,Battery Packaging,Automotive,8,20.78,3,93.5,2.39,2.006
Mushroom Packaging,Furniture Carton,Furniture,6,14.39,10,63.74,1.79,0.371
PLA Bioplastic,Garment Bag,Textiles,6,15.45,6,69.58,1.03,1.104
PLA Bioplastic,Spare Parts Box,Automotive,9,12.58,8,64.73,2.08,1.164
Mushroom Packaging,Protective Box,Home Appliances,5,9.08,10,60.5,3.16,0.437
Corrugated Cardboard,Furniture Carton,Furniture,8,26.79,8,86.78,1.94,0.917
Aluminum,Makeup Box,Cosmetics,8,26.52,1,95.53,4.2,3.55
Recycled PET,Fabric Wrap,Textiles,8,23.68,4,93.61,2.79,2.174
Corrugated Cardboard,Foam Insert Package,Home Appliances,8,20.65,8,82.89,0.63,0.819
Recycled PET,Assembly Kit Box,Furniture,9,24.24,2,89.48,2.87,2.025
Mushroom Packaging,Battery Packaging,Automotive,6,12.08,10,77.01,2.07,0.379
Recycled PET,Board Game Box,Toys,10,24.12,2,87.19,3.02,2.109
Bagasse Fiber,Laptop Box,Electronics,5,14.31,10,76.12,1.46,0.471
PLA Bioplastic,Oil Container,Automotive,8,9.4,6,68.68,1.48,1.133
Mushroom Packaging,Protective Cushioning Pack,Furniture,5,8.88,9,74.27,1.42,0.385
Corrugated Cardboard,Toy Box,Toys,7,12.77,7,83.1,0.97,0.799
Glass,Action Figure Pack,Toys,10,39.98,1,96.45,2.39,1.804
Aluminum,Garment Bag,Textiles,9,25.36,2,96.14,3.03,3.513
Bagasse Fiber,Assembly Kit Box,Furniture,7,7.32,9,72.56,2.48,0.521
Recycled PET,Oil Container,Automotive,8,23.93,4,85.47,2.61,2.038
Glass,Mobile Box,Electronics,10,27.64,2,97.41,4.13,1.796
Mushroom Packaging,Toy Box,Toys,7,12.92,10,68.22,3.21,0.474
Corrugated Cardboard,Electronic Blister Pack,Electronics,6,12.09,7,82.58,1.99,0.764
Bagasse Fiber,Cement Liner Bag,Construction,6,11.34,8,75.71,1.79,0.556
Glass,Garment Bag,Textiles,10,22.96,1,96.42,5.25,1.783
Corrugated Cardboard,Syringe Pack,Healthcare,7,25.07,9,90.94,0.99,0.811
Recycled PET,Cream Jar,Cosmetics,10,20.77,4,89.69,2.26,2.051
Kraft Paper,Fabric Wrap,Textiles,6,9.99,8,87.3,0.78,0.632
Glass,Foam Insert Package,Home Appliances,9,31.5,2,97.57,4.69,1.791
Recycled PET,Perfume Bottle,Cosmetics,8,26.54,2,85.41,3.21,2.039
PLA Bioplastic,Cosmetic Tube,Cosmetics,6,10.21,8,67.36,1.63,1.237
Corrugated Cardboard,Beverage Bottle,Food Packaging,6,27.17,9,85.17,0.7,0.78
PLA Bioplastic,Garment Bag,Textiles,9,18.45,6,58.29,2.26,1.231
Bagasse Fiber,Appliance Carton,Home Appliances,6,6.28,10,78.1,1.02,0.505
Glass,Food Tray,Food Packaging,9,29.16,2,95.78,4.31,1.76
Mushroom Packaging,Perfume Bottle,Cosmetics,7,13.81,9,78.03,2.79,0.446
Aluminum,Toy Box,Toys,10,30.03,1,98.64,4.6,3.528
Bagasse Fiber,Protective Box,Home Appliances,6,9.78,10,75.67,2.08,0.435
Mushroom Packaging,Tablet Blister Pack,Healthcare,7,16.29,10,73.48,3.21,0.394
Aluminum,Oil Container,Automotive,9,20.59,1,98.37,4.0,3.538
Glass,Food Tray,Food Packaging,9,24.87,2,97.88,4.92,1.776
Glass,Tile Packaging,Construction,10,36.67,1,97.44,4.48,1.761
Aluminum,Appliance Carton,Home Appliances,9,22.3,1,95.72,3.06,3.435
Corrugated Cardboard,Protective Box,Home Appliances,6,33.55,9,85.99,0.54,0.81
Bagasse Fiber,Toy Box,Toys,6,14.61,8,82.38,1.28,0.388
Mushroom Packaging,Tablet Blister Pack,Healthcare,7,13.83,9,77.77,2.22,0.329
Corrugated Cardboard,Action Figure Pack,Toys,8,27.62,8,83.65,1.43,0.794
Mushroom Packaging,Battery Packaging,Automotive,7,14.62,10,69.5,3.15,0.353
Corrugated Cardboard,Tile Packaging,Construction,6,22.43,8,87.92,0.79,0.891
Glass,Board Game Box,Toys,9,35.28,1,95.73,2.5,1.807
Corrugated Cardboard,Fabric Wrap,Textiles,6,26.64,9,86.82,1.95,0.794
Mushroom Packaging,Hardware Container,Construction,6,16.49,10,71.57,1.45,0.469
Corrugated Cardboard,Furniture Carton,Furniture,7,11.29,7,87.4,1.22,0.792
Glass,Protective Box,Home Appliances,10,21.1,2,95.0,4.34,1.762
Aluminum,Laptop Box,Electronics,9,28.67,2,96.55,4.12,3.531
Aluminum,Makeup Box,Cosmetics,10,34.06,1,98.09,2.76,3.542
PLA Bioplastic,Garment Bag,Textiles,6,10.68,7,68.35,1.11,1.279
Recycled PET,Mobile Box,Electronics,9,18.93,4,92.11,1.76,1.959
Kraft Paper,Food Tray,Food Packaging,7,9.66,8,85.57,1.0,0.655
Kraft Paper,Beverage Bottle,Food Packaging,6,14.71,9,91.33,0.95,0.69
Kraft Paper,Spare Parts Box,Automotive,4,12.28,8,85.92,0.58,0.574
Kraft Paper,Beverage Bottle,Food Packaging,5,10.25,8,91.31,1.07,0.546
Aluminum,Oil Container,Automotive,8,28.52,2,96.31,4.96,3.575
Recycled PET,Protective Cushioning Pack,Furniture,10,16.38,3,94.57,1.6,2.094
Corrugated Cardboard,Battery Packaging,Automotive,6,29.31,7,86.96,1.25,0.826
Recycled PET,Action Figure Pack,Toys,10,20.25,2,93.48,3.22,2.077
Bagasse Fiber,Protective Box,Home Appliances,5,7.1,8,82.32,1.23,0.536
Kraft Paper,Electronic Blister Pack,Electronics,5,12.03,9,89.9,0.67,0.542
Kraft Paper,Appliance Carton,Home Appliances,7,12.65,10,93.3,1.04,0.55
Bagasse Fiber,Foam Insert Package,Home Appliances,7,13.87,8,79.13,2.33,0.572
Glass,Protective Box,Home Appliances,10,20.75,1,98.48,5.24,1.826
Kraft Paper,Garment Bag,Textiles,6,9.18,9,94.15,1.0,0.605
Glass,Perfume Bottle,Cosmetics,10,21.31,1,99.64,4.92,1.709
PLA Bioplastic,Toy Box,Toys,6,12.77,7,57.85,1.73,1.263
Corrugated Cardboard,Cream Jar,Cosmetics,7,29.3,8,81.48,1.46,0.83
